,final_text,Group
2962,able access inq industrial team able access inq industrial mailto receive enquiry special product past one week mentioned shared email box functioning whereas member able access kindly request take upon high priority confirm back,0
5669,unable log microsoft email account unable log microsoft email account,0
1856,user want crm mobile app downloaded mobile user want crm mobile app downloaded mobile,0
6535,plant value added service one day pick route project request phase additional customer file attached customer add pick day supply chain customer attached list plant,18
430,mobile device activation colleague would kind activate new iphone company kstdaddaad detail see mail many,0
6202,issue disconnected every minute outlook cannot receive email search when issue disconnected every minute outlook cannot receive email search when disconnect,3
403,hostname team business sahtym wanthryg hostname team business sahtym wanthryg,12
5697,unable access unable access,0
4241,urgent samag delivery note sale order error batch sorry urgent around der truck already collection der tool front ort stand urgent delivery note created become mus sorry around small rung danke cid,18
309,setting hand set email expert like continue receive support setting hand set email find reply wifi data plan service provider required setup email mobile device use wifi device company owned replacement old device ensure company data removed old device delete exchange setup setting mail contact calendar personal device attach approval form signed manager ticketing_tool ticket enclosed ensure device company approved email setup company approved device contact gsc exchange setup personal device contact device vendor may also refer faq section step exchange setup completed device seems,0
1710,account locked account account locked account,0
2835,business_client issue able log business_client soft ware laptop needful priority kind,0
4758,gartryhu vpn,31
3441,printer driver error good afternoon know happening get error when try print normal default printer say need driver installed get box when try get screenshot printing box pop close snipping tool away pop back every time try use snipping tool show error monday getting error cid,0
5735,hostname reporting_engineering_tool production drive full reporting_tool alert average sample disk free warning threshold total size,9
2930,problem symantec conference room problem symantec conference room,24
4655,outlook crashing msd crm outlook issue outlook crashing msd crm outlook issue,0
2166,copier laserjet show error message transfer unit missing copier laserjet show error message transfer unit missing,24
1067,log issue erp sid log issue erp sid user getting logon balancing error advised user check company network advised user log check caller confirmed able log issue resolved,0
5193,pikosa cannot log work station xepcsrvh tbsokfyl several day cannot log workstation telephone software say used specify screenshot attachment station want log always used advise,7
1631,general query general query,0
2836,erp hrp hcm account lockout erp hrp hcm account lockout,0
421,unlock account user aeftjxos lhnyofad vvsardkajdjtf team could unlock account user aeftjxos lhnyofad vvsardkajdjtf case account expired extend access account manager user contact majsdtnrio doubt return,2
3754,hostname service after weekend reboot hostname service after weekend reboot,14
1246,problem lan problem lan,24
4636,unable log collaboration_platform site home unable log collaboration_platform site home,0
3078,erp business_client msdotnet _business_client _sid msdotnet _business_client _sid,31
2546,unable get production order print error read connection system production_order_interface_app destination production_order_interface_vendor connection okay error when opening rfc connection cpic call,0
1341,latitude tab detecting telecom vendor broadband sim latitude tab detecting telecom vendor broadband sim phone,19
2855,provide permission file department networking provide permission file department networking,12
2665,yahoo email skype team viewer loading internet working yahoo email skype team viewer loading internet working,0
5043,distributor_tool berblick training danke answer straight try aber work try use namen password sid use also password daypay try slept forward hat welches password use distinti saluti friendly,0
1739,problem proof salary press problem proof salary press,24
5044,issue attendance_tool able log attendance_tool website also available hub,0
2718,outlook start many time before after system password change outlook start attached print screen,0
1114,java error update java internet explore,19
5182,collaboration_platform site ownership since owner left company reallocate ownership sub site name,16
2135,spam email friday september nwfodmhc exurcwkm subject amar must validate account legitimate email scam cmp application closely cyber crime dept mailto cybercrime friday september subject must validate account mail user part security measure secure email user across world email user mandated account detail registered requested cyber crime dept required validate account within hour email account suspended deleted world email server kindly validate email account account registered click,0
4223,erp rounding total order quote give correct unit price total entire quote rounding fixed customer deny payment total match unit price,13
5377,company chn apac access apac new plant location since company chn apac access apac new plant location since,8
1502,unable reach collaboration_platform crm error information contact support team include technical detail correlation dac date time url site page user issue type user directory,16
5515,telephone software prtpu telephone software prtpu,31
3177,unable incoming email team kindly assist user kassiaryu unable incoming email name aswl hydstheud mddwwyleh operation supervisor company distribution service asia pte ltd email,0
223,identified unavailable via esr monitoring service may esr connectivity identified unavailable via esr monitoring service may esr connectivity,12
6231,business client log kindly access drawing search view download business client utility,0
5360,blue screen error blue screen error,0
215,outlook setting changed outlook setting changed,0
2185,erp log erp disconnected log before disconnection took several min conduct action erp,14
4874,delivery note user coming printer delivery note user coming printer,18
3402,system disk server hostname full system disk server hostname full check issue week ago ticket virtual center server,12
2704,reset password window log try change log password system keep stating old password correct disagree tried many time careful know typed old password correctly,0
975,able log collaboration_platform able log collaboration_platform,0
5629,urgent ordering purchasing catalogue working ordering purchasing catalogue working unable order see attachment,29
801,business_client business_client business_client vpn cid cid application engineer optimization team mailto,0
5957,mouse issue mouse working,19
5649,reboot lhqsm hostname hostname lhqsm hostname sql uacyltoe hxgaycze reboot lhqsm hostname hostname lhqsm hostname sql uacyltoe hxgaycze,8
5460,account unlock request herr schmidt dnc account unlock request herr schmidt dnc,0
5780,user needed log erp sid user needed log erp sid connected user system using team viewer user log erp sid issue resolved,0
483,problem blue screen straight der computer workplace repeated male got hat one blue screen wei font dargestellt sorry look front ort time,24
2625,locked erp tried change password password_management_tool password manager got error message password seems changed remember entered code reset window password enter erp reset password_management_tool password manager,0
3132,unable fill expense report form employee unable fill expense report form employee,2
1923,need access scan access directory requested folder access requested user user ahujajtyhur user die position titel user position title executive sale admin directory folder scan art access type access read full control full name superior manager name assign scanner system,19
4953,take survey related ticket souzarft yet always access friendly,0
661,usa sasqkjqh lwddkqddq access printer _ps usa sasqkjqh lwddkqddq access printer _ps,0
2753,vip outlook working receiving message licensed product outlook working receiving message licensed product,19
89,server issue trying gain access pay roll information hub specifically hr_tool etime portal information portal come without problem pay stub continuously show search ring,0
1763,network outage poncacity schlumhdyhter dmvpn router since type outage network _circuit power specify type outage top cert site _no when start scheduled maintenance power _no company power provider power scheduled maintenance network _na company maintain provider maintain ticket site backup circuit backup circuit active _na site contact notified phone email remote dial equipment reset verified site working backup circuit vendor ticket global_telecom verizon telecom vendor telecom vendor notified gsc cert started additional diagnostics,8
4531,window asks install driver allow print complete required question returned back gsc requester provide required information gsc review ticket able resolve assign appropriate group printer problem assignment flowchart printer name make model printer even local detailed description problem window need download install software driver hostname computer print message printer type document printing email excel word etc warehouse tool delivery note production order etc document print source system application used time problem outlook excel erp printing respond ping command network power cycle printer completed shutdown computer printer error message erp system system sid sid hrp plm erp printer problem erp output reroute another erp printer temporarily printer reroute document printing correctly scan copy document attach ticketing_tool ticket,0
2755,sign password team recently advised password needed changing went password manager site changed password password different thing changed except one startup log onto computer failed change change one,0
1624,client issue excel crashing client issue excel crashing,3
92,password reset upitdmhz owupktcg cruzjc password reset upitdmhz owupktcg cruzjc,0
3492,printer problem issue information trying print hqntn driver need updated complete required question returned back gsc requester provide required information gsc review ticket able resolve assign appropriate group printer problem assignment flowchart printer name make model hqntn detailed description problem driver need updated load type document printing email excel word etc warehouse tool delivery note production order etc system application used time problem window erp kls window printing respond ping command network power cycle printer completed erp system system sid sid hrp plm erp printer problem erp output reroute another erp printer temporarily printer reroute document printing correctly scan copy document attach ticketing_tool ticket,0
148,job bkwin_hostname _inc failed job_scheduler monitoring_tool job bkwin_hostname _inc failed job_scheduler,8
6332,general enquiry general enquiry,0
5232,erp blank screen erp blank screen,0
4269,check item net value condition table rmb show rmb view item overview correct,13
2294,iphone crm app install iphone iphone crm app install iphone,0
123,vpn working vpn working,0
6314,docking station charging computer checked plug still charging computer,0
5698,multiple issue company guest wifi sponsor portal consultant technology visiting week used following website provide access company guest wifi network see certificate error site chrome see attached screenshot ignored error logged create couple account yesterday given account credential limited max day went today tried edit account change date today everything looked okay web app user able log even tried reset password one user either cumbersome type info create new account day would great certificate issue taken care account could created multiple day easier renew password,0
2437,rechner ewew blue screen rechner ewew blue screen,24
4251,ooo till friday crm web access unable load page crm web access unable load page,0
5086,power outage cannotabria site hard backup circuit site type outage network _circuit power specify type outage top cert site when start scheduled maintenance power _no company power provider power scheduled maintenance network _no company maintain provider maintain ticket site backup circuit backup circuit active site contact notified phone email remote dial equipment reset _na verified site working backup circuit vendor ticket global_telecom verizon telecom vendor telecom vendor notified gsc cert started additional diagnostics,8
1723,config server available production sid error message service available config server available production sid error message service available,14
3996,spam call india spam call india,0
394,access hostname department backorder report give full access user trhadg folder mentioned subject,12
4341,business_client working cannot start business_client anymore see screenshot attached,0
609,label printer work label printer der final check defense give label,33
2027,united kingdom problem making outbound call united kingdom issue making outbound call telephone software siemens pbx,7
2829,blocked warehouse tool blocked warehouse tool system reason blocking document saved foreign trade data incomplete ticket after first analysis info available concerned material know fix issue before completing document provide information make analysis order avoid issue future,13
3385,folder access team cid working usa access,34
6345,urgent need access roanoke drive new machine user mii implementation today machine roanoke changed user log roaghyunokepc full access add user lrrsm department aerp production plant controller us_plant,12
2196,tami receive rma detail issue screen shot sure tami receive rma detail issue screen shot sure,13
999,folder access request ldgm lean contact need read write access folder ldgm lean network path hostname public lean read write access,12
5382,email spam query email spam query,0
2830,video play skirtylport training trying take training course when start course video play advise cmp application closely,0
382,setup user trhdaa back start password erp setup user trhdaa back start password erp,0
3532,erp account unlocked erp account unlocked,0
3099,problem vpn problem using vpn home cid sid bff,0
5256,unable log citrix unable log citrix,0
3051,rma process fault erp could resolve following issue immediately issue trying rma using zlx erp process returning good screen shot show fault,18
3077,india kirty packet drop telecom vendor link since telecom vendor india kirty packet drop telecom vendor link since,8
5568,material tax classification zero open ticket assign rzucjgvp ioqjgmah,29
2717,printer working sir printer msg second floor awyrthysm file awyrthysm working rectify problem immediately,19
663,vpn query user vvtdfettc vpn query user vvtdfettc,0
1798,skype audio working skype audio working,0
3839,printer problem issue information work fax,33
5328,erp limited when attempt view sale data erp row beyond limited number filter still when removed filter show information still limited row fix,9
5658,company log issue company log issue,0
3073,erp frequent disconnection frequent disconnection erp slow also checked earliest,4
4633,outlook freeze when trying open new email template outlook freeze when trying open new email template,0
6112,laptop blue screen laptop blue screen,0
2973,tax printing customer warehouse tool review attached warehouse tool one without tax one customer second one tax one billing tax spoke cegtcily tax dept stating ticket issue tax printing calculating erp look issue quickly possible customer questioning billing difference becoming issue customer,13
6374,ethical moment office ethic link opening link opening ethic mailto ethic wednesday august subject ethical moment office ethic compliance team office ethic compliance provides company employee periodic ethical moment remind responsibility practicing good ethical habit click access current ethical moment sethdyr hdtyr office ethic compliance,0
4740,able print able print,19
1892,second monitor working second monitor stopped working cannot get picture someone come take look,3
6263,internet explorer need installing lauacyltoe hxgaycze internet explorer,0
4048,vip when try access ethic training link receive error message error organization code found happens log via public internet well internet vpn,0
4308,connect network inspection room look getting network inspection room dept would nice able share image,3
5799,boot rqxw beshryu screen post slow start boot rqxw beshryu screen post slow start,3
432,password reset nwfodmhc exurcwkm monday october subject window password expiring soon unfortunately automatic process cannot extend time period once come back vacation give call back reset password,0
6129,user called give information regarding ticket user called give information regarding ticket,0
2224,external user called calendar issue external user called calendar issue,0
1600,power outage engineering_toolkuznetsk warehouse company network since type outage network _circuit power specify type outage top cert site when start scheduled maintenance power _no company power provider power scheduled maintenance network company maintain provider maintain ticket site backup circuit backup circuit active _na site contact notified phone email remote dial _na equipment reset verified site working backup circuit vendor ticket global_telecom verizon telecom vendor telecom vendor notified gsc cert started additional diagnostics,8
35,erp sid account unlock password reset erp sid account unlock password reset,0
2237,chrthryui stavenheim unbale log via citrix user name ccftv thursday september nwfodmhc exurcwkm chrthryui stavenheim subject trurthyuft account someone check whether chrthryui stavenheim log account ccftv via citrix access access inform when issue fixed generate turnover satisfy customer manager hole making design automation chrthryui stavenheim mailto thursday september subject account robhyertyj unable log week either password och user name wrong user name ccftv could med nlig lsning,12
5231,password problem password locked when log company network sign,0
1174,need extra awb copy vendor team kindly assist need extra mother awb copy when closing shipment vendor carrier audit purpose,18
2534,reset password telephone software reset password telephone software,7
2506,outlook language changing automatically outlook language changing automatically connected user system using team viewer changed language setting english default restarted advised user check user confirmed outlook language english educated user step take change outlook language issue resolved,0
3581,frequently getting error outlook application frequently getting error outlook application error message attached,19
4674,laptop turn either docked docked connected battery laptop turn either docked docked connected battery,3
2524,driver loaded properly summary log due updating driver loaded properly,0
3,unable access hr_tool page unable access hr_tool page,0
3330,job job failed job_scheduler monitoring_tool ftp connection error system hostname job job failed job_scheduler,8
687,email license need check email license production lead dwwkd wdjwd usa wdnwk wdwmd wdkfww usa whwdiuw wdnwwl kwfwdw usa wdkwdwd,0
5313,vmax alert symmetrix power subsystem line interruption observing alert since severity warning category environment director numeric code event code ac_line_interrupted description symmetrix power subsystem line interruption detected severity warning category environment director numeric code event code ac_line_interrupted description symmetrix power subsystem line interruption detected severity warning category environment director numeric code event code ac_line_interrupted description symmetrix power subsystem line interruption detected severity warning category environment director numeric code event code ac_line_interrupted description symmetrix power subsystem line interruption detected,8
745,sid config server responds internal server error case logon language config server responds internal server error case logon language model csewdwdwdndmill used issue exists erp erp system sid well uacyltoe hxgayczedistributor_tool uacyltoe hxgayczecompany center quality error message text error trying invoke method null object loaded local variable locallist logon language csscdddwsawdrill model used language seem working fine once user change language model csewdwdwdndmill config air system response error message starting process config config,14
3273,vendor customer balance local currency list _alr s_alr desk end month balance s_alr different trial balance previous month end balance zero s_alr condition previous month end balance appear end month balance match s_alr cause,10
1991,user wish set lan first priority internet user wish set lan first priority internet laptop make wireless first priority disconnect lan connect wireless name ldvl,3
2082,laptop battery full charge indicates mint actual life hour seeking replacement original battery two year old model dell asset number also rubber around screen separating replaced reattach super glue,3
3663,response side german call response side german call,0
4658,access sid need access sid could cid saludos jorghge ramdntyfon abrurto tsantamaria supervisor credit finance mailto cid,0
5430,uacyltoe hxgaycze phishing email account information updated rakthyesh ramdntythanjesh friday august bigdrtyh subject account information updated hope good note phishing uacyltoe hxgaycze email uacyltoe hxgaycze preparedness actual scenario congratuldhyation detecting highlighting issue,0
4738,scanner plant germany steel function information ngprt printer name,0
1155,monitor deceive monitor deceive,24
374,problem erp gui problem erp gui,24
4034,phone email,0
1097,network outage engineering_toolkuznetsk warehouse company network since type outage network _circuit power specify type outage top cert site _no when start scheduled maintenance power _no company power provider power scheduled maintenance network _no company maintain provider maintain ticket site backup circuit _no backup circuit active _na site contact notified phone email remote dial _na equipment reset _no verified site working backup circuit _na vendor ticket global_telecom verizon telecom vendor telecom vendor notified gsc cert started additional diagnostics,8
2508,audio skype call audio skype call,0
2850,usa company gigabit ethernet interface since usa company interface gigabit ethernet uplink company usa usa confirm core company usa usa confirm bld stack since,4
4036,reset password erp temp user reset password temp user,2
291,purchasing working purchasing input related information also generated ordered number check erp data check,29
2707,crm mobile phone good morning crm mobile device work see screen shot wghjkftewj cid,0
416,detecting docking station detecting docking station,3
1357,unable create sto_mm unable create sto purrqs found error message attached fixing error advise back aerp,29
2917,connect company secure connect company secure,3
516,unable access outlook team kindly assist user tahamt unable access outlook after change password thry ldikdowdfm operation supervisor company distribution service asia pte ltd email mailto,0
3494,ng_ff account unlock erp sid ng_ff account unlock erp sid,0
4725,erp access issue system sid sid sid sid hrp sid enter user user issue rethtyuzkd transaction code user need working describe issue remove gl_accountant_ch gl_accountant_we user able post accounting document getting authorized message recreate condition nsu attach result ticketing_tool ticket provide access user,2
5082,unable access sale markhtyeting tab unable access sale markhtyeting tab,0
5808,hostname hr_tool tax_interface app average sample total cpu error threshold hostname hr_tool tax_interface app average sample total cpu error threshold,12
5935,discount problem submitting discount screen shot getting cid cid,0
2923,account lock account lock,0
5651,connect vpn name language browser microsoft internet explorer email customer number telephone summary connect vpn,0
5689,event summary service company company dsw ticket number related event event event summary service company company occurrence count event count host connection information source source hostname hostname connection directionality internal device information device device name hostname scwx event processing information sherlock rule sle inspector rule inspector event event detail device summary service company company detail service check failed failure company echo unable ping,2
903,receive team workflow anymore erp inbox tuesday oktober subject workflow inbox thetadkg hope right person turn suddenly receive team workflow anymore erp inbox assigned csd hope tackle problem,13
4824,wrong commited date order quote team since yesterday noticed commited date order confirmation wrong day tool available germany transit plus day customer pick math word fact date long future order opened today available plant give committed date confirmed november,6
1725,frequent account lock honor frequent account lock honor,0
4378,edi process miro entry urgent check post outstanding miro entry company created customer warehouse tool yesterday miro entry interco posted yet post entry immediately before today cid,10
2308,warehouse creating planned pgi date base confirmed date customer committed finding warehouse creating planned pgi date based production confirmed date committed date customer occurring order multiple schedule line usually created production recommits good example sale order line number attaching pdf copy,18
982,ticket query ticket ticket query ticket,0
4718,reviewing account mp_ek recommended set ckfragen extension mentioned mus der report name mp_ek approved become crishtyutian pryes discussed,0
4316,request email address jertyur hanna thursday september subject company email address request sqmabtwn fchijage approved,26
5449,sale org tab show field sale org tab show field,0
4623,unable mail welcome next available agent interaction alerting agent website visitor joined conversation cannot email rakthyesh ramdntythanjesh johthryu,0
582,outlook indexing error team used able see search outlook within pdf attachment after upgrade cannot search within pdf attachment mailbox advise,0
2262,create delivery order number error message apo server order number,6
120,used access location collaboration_platform need access cid regional controller mailto,16
1990,vpn erp log getting tiresome logged vpn automatically working erp cannot seem get much done keep logging back need cid sid application engineer general engineering company mailto cid,0
2565,password reset request erp prtgghj sid unable log hr_tool erp system,0
2800,account locked welcome next available agent interaction alerting agent website visitor joined conversation jonnht showing locked tell error getting log sure temporarily unable seems,0
621,slow erp erp slow disconnection resolve earliest,0
3397,reset password user zigioachstyac sid sid reset password user zigioachstyac sid sid,0
540,job bwdpmbkp failed job_scheduler monitoring_tool job bwdpmbkp failed job_scheduler,9
5618,password working user frgtyetij wednesday august nwfodmhc exurcwkm qamyesuv npmzxbek subject sab password issue importance high team rubiargty changed password time already issue remains julgttie cannot log investigate aerp new sale engineer need work customer immediately,0
6557,erp two account added sorry another two account need added copy problem error come someone try clear open item account incident created ticket,10
1750,add name distribution list sir madam add name distribution list warm,0
1603,computer log password forgotten reset password,31
5748,deployment notification telephone software daghyunny find installed old telephone software application when pulled report patching_antivirus_sw name location country user name name install primary language architecture deployment aghl israel israel nazarr window professional user application english bit patching_antivirus_sw aghw israel israel israey window professional user application bit english bit patching_antivirus_sw aghw israel israel nahumo window professional user application bit english bit patching_antivirus_sw aghw israel israel tevkia window professional user application english bit patching_antivirus_sw aghw israel israel pogredrty window professional user application english bit patching_antivirus_sw agvw israel sokdelfgty window professional user application english bit patching_antivirus_sw scheduled new version upgrade installed old telephone software application,0
274,germany company pbx trunk card pbx since germany company pbx trunk card pbx since,8
534,job bk_hana_sid _erp_wly_dp failed job_scheduler monitoring_tool job bk_hana_sid _erp_wly_dp failed job_scheduler,8
2709,user unable connect machine shop floor user unable connect machine shop floor machine name mazak contact,4
2041,server access right hpmjtgik blrmfvyh desk usa access right hpmjtgik blrmfvyh following folder hostname department finance new staff japan finance department reportncqulao qauighdpnager,12
2225,remove email mailing list remove email mailing list cesgrtar absurd thursday september nwfodmhc exurcwkm subject ranjhruy result evakuierungs bung remove email mailing list,0
4762,telephone wgq cannot dial outside line telephone wgq cannot dial outside line,31
4684,new password updating window new password updating window,0
3357,travel expense error travel expense error,0
4299,when trying refresh report getting pop say hana odbc driver found when trying refresh report getting pop say hana odbc driver found,0
2266,telephone software problem connection problem calling get silent line get connected warehouse tool mail immediately,7
1737,network outage south amerirtca rrc site hard since type outage network _circuit power specify type outage top cert site when start scheduled maintenance power company power provider power scheduled maintenance network _no company maintain provider maintain ticket site backup circuit _no backup circuit active site contact notified phone email remote dial equipment reset verified site working backup circuit vendor ticket global_telecom verizon telecom vendor telecom vendor notified gsc cert started additional diagnostics,8
4334,item linked finished material one time showed check,29
3560,generic issue office version generic issue microsoft office version,0
826,collaboration_platform sync keep prompting password changed password yesterday ever since keep getting message enter email password nothing happens get prompted enter one note syncing issue evry time work file keep getting prompt,0
4583,access add user vvkatts ticketing_tool erp finance group let know question,0
1814,email setting issue summary hit wrong button messed mail format delete anything home button delete,0
1312,print job error print job error,0
3751,able access drive name language browser microsoft internet explorer email customer number telephone summary closing laptop starting vpn solved issue access drive today team global work access restored,0
5806,access engineering tool access engineering tool,0
247,problem lan tgeyd we_wu problem lan tgeyd we_wu,24
5520,email contact issue email contact issue connected user system using team viewer deleted crm reconfigure mscrm restarted reconfigure outlook caller confirmed able see email outlook issue resolved,0
5375,telephone software phone system since new telephone software update missing icon desktop put back,0
4317,reset password daypay sid reset password daypay sid,0
3263,entering power save mode external monitor entering power save mode external monitor,0
1044,set hand phone email team like set hand set samsung company outlook email offer assistance,0
5009,unable log skype cleared skype cache file,0
5365,erp sid account lockout erp sid account lockout,0
3075,password expired initiate reset also iphone password expired initiate reset also iphone,24
718,called get touch called get touch,0
2270,reset password window reset password window,0
1836,problem alicona after update problem alicona after update,24
2643,network outage usa vpn router since backup type outage network _circuit power specify type outage top cert site when start scheduled maintenance power _no company power provider power scheduled maintenance network company maintain provider maintain ticket site backup circuit backup circuit active site contact notified phone email remote dial _na equipment reset verified site working backup circuit vendor ticket global_telecom verizon telecom vendor telecom vendor notified gsc cert started additional diagnostics,8
2893,dell sound issue skype call dell sound issue skype call connected user system using team viewer upgraded system bios restarted skype audio setting gave uacyltoe hxgaycze call user skype audio working fine contact,0
3752,office installation office installation contact,0
4077,battery charging battery display charging work battery keybankrd plugged charging sure using charger docking station charger supplied device swapped power point still updated bios still,3
5428,need access global drive asked put together traiyctrhbkm plvnuxmrterial imts show need access global drive hostname team imts pre show product training file hostname team imts pre show product training currently,34
1277,password reset instruction summary need reset one team member password name user gilbrmuyt,0
4590,outlook fails open outlook fails open,0
1403,synchronization exchange activesync temporarily blocked device accessed adminstrator tuesday october nwfodmhc exurcwkm subject dan synchronization exchange activesync temporarily blocked device access granted administrator importance high activate new iphone company owned device,0
5509,cancel migo entry due good delivery issue plant reverse migo entry material doc accounting doc also need reverse good issue doc cancelled cid cid cid,18
2974,canadian customer warehouse tool printing tax amount warehouse tool user jesjnlyenm log application engineering_tool netweaver netweaver report many incorrect login engineering_engineering_tools unable contact server suspect user blocked account due many incorrect login user recently changed password,13
1388,unable take ethic course unable take ethic course,0
270,cannot connect network resource cannot access erp network drive internal network drive access working fine performed flush dns winsock reset still nogo multiple user affected,4
5741,company eng germany press office access switch since company eng germany press office access switch since,8
4350,vip sign cannot sign alexgnhtjunder cid cid,19
6380,system monitor resolution problem able set resolution,19
96,mobile device activation friday october nwfodmhc exurcwkm subject bloqueado forma temporal sincronizaci see dispositivo vil mediante exchange activesync hasta que see adminstrator authorize access message local expert told open ticket,0
5894,reset microsoft online service password microsoft behalf company mailto msonlineservicesteam saturday august nwfodmhc exurcwkm tiyhum kuyiomar subject rad request reset microsoft online service password importance high request reset user password following user organization requested password reset performed account first name rolghtyuando last name santolgiy consider contacting user validate request authentic before continuing determined valid request use service admin portal office window intune window azure etc reset password user want let user reset password check enable password reset user organization click sincerely company message unmonitored email address reply message,0
3231,call music playing one answering call music playing one answering interaction,0
2618,purchasing work option purchasing check status missed,29
2370,hostname volume label dat hostname space consumed space available hostname volume label dat hostname space consumed space available,12
5492,erp log issue getting error trying log kindly cid,0
4026,erp bex hana issue system sid sid sid sid hrp enter user user issue dofghbmes transaction code user need working describe issue launcher able connect analysis add make sure analysis add disabled office application getting authorized message recreate condition nsu attach result ticketing_tool ticket provide access user,0
5136,error inplant database let yet open before restart,12
5463,unable access collaboration_platform homepage error access denied screenshot attached confirmed gso security admin team member unable access possibly others well informed khadfhty currently investigating able access site including cor relation finance markhtyeting gso sub site well when accessed directly url,16
2063,want make sure erp maintenance right name language browser microsoft internet explorer email qiwthyang customer number telephone summary cannot connect company server,0
2438,reinstall hard copy we_wu reinstall hard copy we_wu,24
5693,need change drive name network drive need change drive name network drive,0
4281,access run book dot net plm solution kindly usa pagthyuathy afghtyjith userid vvdfgtyuji access run book dot net plm solution,16
3279,unable launch engineering tool name stefyty hipghkinjyt language browser microsoft internet explorer email customer number telephone summary engineering tool failed load error log available large paste,0
6249,terminate action kjtqxroc taqekwrd completed jusfrttin gtehdnyuerrf mailto system tuesday august nwfodmhc exurcwkm subject rad terminate action kjtqxroc taqekwrd completed termination kjtqxroc taqekwrd effective approved click link view,2
593,access netweaver good morning give yhrdw hdld man access netweaver question thanx jwbsdd ddmefoche application engineer mailto,0
1563,vpn connection try contacted name wanayht language browser microsoft internet explorer email customer number telephone summary vpn connection try contacted,0
3760,vpn issue liuytre sorry hear issue ethic vpn experiencing access vpn able connect also could share error when trying get ethic understand change employment status might contributing need confirm share when change took place error message,0
2271,outlook work computer evhw outlook longer work,0
143,window account locked window account locked,0
2256,reinstall eu_tool hard copy reinstall eu_tool hard copy,24
3007,password reset erp sanmhty mahatndhyua tuesday september nwfodmhc exurcwkm subject sonia reminder approval requisition reset erp password use regularly clear mentioned urgently,0
1807,report none lookup sort feature available access report reporting_tool however when report none lookup sort feature available field upper right corner allow manipulate report however show available show blank screen shot refer attachment,9
1247,vpn connection employee financial name language browser microsoft internet explorer email customer number telephone summary vpn connection employee financial welcome next available agent interaction alerting agent website visitor joined conversation dwfiykeo argtxmvcumar petrghada financial pethrywr financial dwfiykeo argtxmvcumar call urgent dwfiykeo argtxmvcumar,0
5596,erp working erp connecting,0
4060,delivery failure material location plant sto product available cannot create delivery,6
942,erp eu_tool work slowly eu_tool sometimes work,25
4942,conversion computer ewew port conversion computer ewew port,24
4895,ticket update name erirtc language browser microsoft internet explorer email customer number telephone summary following ctc code application incident ticket get folk access aerp,0
132,account locked erp sid account locked erp sid,0
4475,window user desk provide window user user user ytu name bfghabu,0
6280,user wanted check discount microsoft product user wanted check discount microsoft product,0
5977,circuit outage usa secondary circuit since type outage network _circuit power specify type outage top cert site when start scheduled maintenance power company power provider power scheduled maintenance network company maintain provider maintain ticket site backup circuit backup circuit active site contact notified phone email email remote dial equipment reset verified site working backup circuit vendor ticket global_telecom verizon telecom vendor telecom vendor notified gsc cert started additional diagnostics,8
1786,system slowing processing shipment plant every evening system slowing processing shipment plant every evening sometimes z_chk process sometimes shipping_tool shipping system process going last couple month shipping supervisor shift contacted additional information needed ticket entered last night october closed morning oct system slow morning happens night,18
5113,access drawing name mikhghytr karaffa language browser microsoft internet explorer email customer number telephone summary requesting drawing access erp modeling majetkm,0
2764,bill hartwell access drawing hostname department engineering process sheet cadkey dwgs assign bill necessary permission open drawing see attachment,12
3155,power supply issue power supply issue,8
5627,interface bottom msfc switch usa since interface bottom msfc switch usa since,8
2864,log erp password logon longer possible many failed attempt,0
1510,plant erp error getting error when trying print label using zebra printer shipping cid thoyhts brthyrtiv monday october subject imp erp error message,0
5006,unable attach document erp unable attach document erp,0
6039,change license fron could change license following employee luifdsts olhryhira cost center pam maertosv krsxguty odqpwsgi soarewer uzavdmoj wrpkolzq alvesdss kgcw isyfngdz machasssg puxqyesm xqathyuz peredrfifj flavio pereira schidrftas maihdlne xodeqlsv vieiresddr dfjbnrem vabqwxlm albussdqp imeytghj lyrikzep larsffar rafaelm lara ribewddwic fhkebpyx tqpermnu carmsswot uvyjpixc kbfcrauw garcisdwr rodrigo fernansdes garcia olivesswc gcbrdkzl oamkcufr placisddwd douglas placido grateful,34
4863,general query rdp user wanted report one working system without awareness checked change happened computer erp went back default setting checked program feature erp patch installed time appreciated user asked inform see activity,0
4755,unlock user zhrgtangs tried unlock password_management_tool site failed unlock user zhrgtangs,0
5434,email net system access applicaiton end user submitting security request approver receiving email system access application approve,25
627,urgent reactive user dudyhuyv dudyhuyv active password_management_tool australia access window check necessary thx cid since salutation,33
2759,vip skype log issue name rgtyob lafg bucket language browser microsoft internet explorer email customer number telephone summary reset password today skype take password,0
5151,problem lan meeting room problem lan meeting room,24
5354,device generating high volume repeat outbound connection tcp aler dsw incident overview seeing device generating high volume repeat outbound connection tcp alert traffic blocked rqvl port tcp remote procedure call rpc external host may indicate misconfigured firewall blocking traffic legitimate server application may also indicate compromised host reaching malicious host propagating worm code escalating incident via medium priority ticket email default event handling procedure would like handle incident differently future see handling option question concern let know either corresponding via ticket delegating ticket back soc calling full escalation window log failure alert explicit notification via high priority ticket phone call automatically resolve window log failure alert directly portal explicit notification event available reporting purpose portal,3
4007,able open excel file able open excel file,0
4917,reset password hr_tool global view sid reset password hr_tool global view sid,0
4328,log balancing error even after connecting vpn log balancing error even after connecting vpn,0
